graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,172,0,True,False,False,0.0,1.0,0.0,0.0,0.0,9.5,7.5,9.0
0,173,0,True,False,False,1.0,0.0,0.0,0.0,0.0,22.5,-2.5,1.5
0,174,0,True,False,False,1.0,0.0,0.0,0.0,0.0,22.5,12.5,4.5
0,175,0,True,False,False,1.0,0.0,0.0,0.0,0.0,22.5,17.5,4.5
0,176,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,7.5,4.5
0,177,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.5,12.5,4.5
0,178,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,-2.5,1.5
0,179,0,False,True,False,0.0,0.0,0.0,1.0,0.0,16.0,27.5,33.0
0,180,0,False,True,False,1.0,0.0,0.0,0.0,0.0,2.5,12.5,1.5
0,181,0,False,True,False,1.0,0.0,0.0,0.0,0.0,42.5,22.5,1.5
0,182,0,False,True,False,0.0,0.0,0.0,0.0,1.0,25.0,13.65625,12.0
0,183,0,False,True,False,1.0,0.0,0.0,0.0,0.0,2.5,-2.5,1.5
0,184,0,False,True,False,0.0,1.0,0.0,0.0,0.0,37.5,2.5,9.0
0,185,0,False,True,False,1.0,0.0,0.0,0.0,0.0,42.5,-2.5,1.5
0,186,0,False,True,False,1.0,0.0,0.0,0.0,0.0,12.5,17.5,1.5
0,187,0,False,True,False,1.0,0.0,0.0,0.0,0.0,42.5,32.5,1.5
0,188,0,False,True,False,1.0,0.0,0.0,0.0,0.0,42.5,12.5,4.5
0,189,0,False,True,False,0.0,0.0,0.0,1.0,0.0,9.5,22.0,33.0
0,190,0,False,True,False,1.0,0.0,0.0,0.0,0.0,2.5,2.5,4.5
0,191,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.5,27.0,27.0
0,192,0,False,True,False,1.0,0.0,0.0,0.0,0.0,37.5,12.5,1.5
0,193,0,False,True,False,1.0,0.0,0.0,0.0,0.0,47.5,2.5,1.5
0,194,0,False,True,False,0.0,0.0,0.0,1.0,0.0,40.5,22.0,33.0
0,195,0,False,True,False,1.0,0.0,0.0,0.0,0.0,7.5,22.5,1.5
0,196,0,False,True,False,1.0,0.0,0.0,0.0,0.0,37.5,7.5,1.5
0,197,0,False,True,False,1.0,0.0,0.0,0.0,0.0,7.5,-2.5,1.5
0,198,0,False,True,False,1.0,0.0,0.0,0.0,0.0,17.5,7.5,4.5
0,199,0,False,True,False,0.0,0.0,0.0,1.0,0.0,22.5,29.0,21.0
0,200,0,False,True,False,1.0,0.0,0.0,0.0,0.0,7.5,12.5,4.5
0,201,0,False,False,True,1.0,0.0,0.0,0.0,0.0,27.5,-2.5,1.5
0,202,0,False,False,True,1.0,0.0,0.0,0.0,0.0,17.5,-2.5,1.5
0,203,0,False,False,True,0.0,1.0,0.0,0.0,0.0,40.5,12.5,9.0
0,204,0,False,False,True,1.0,0.0,0.0,0.0,0.0,27.5,22.5,4.5
0,205,0,False,False,True,1.0,0.0,0.0,0.0,0.0,7.5,-2.5,4.5
0,206,0,False,False,True,0.0,0.0,0.0,1.0,0.0,8.0,10.5,21.0
0,207,0,False,False,True,0.0,0.0,0.0,1.0,0.0,39.0,7.5,15.0
0,208,0,False,False,True,1.0,0.0,0.0,0.0,0.0,2.5,2.5,1.5
0,209,0,False,False,True,1.0,0.0,0.0,0.0,0.0,12.5,22.5,1.5
0,210,0,False,False,True,1.0,0.0,0.0,0.0,0.0,37.5,27.5,4.5
0,211,0,False,False,True,0.0,0.0,0.0,1.0,0.0,32.5,24.0,27.0
0,212,0,False,False,True,0.0,0.0,0.0,1.0,0.0,27.5,27.0,27.0
0,213,0,False,False,True,1.0,0.0,0.0,0.0,0.0,17.5,32.5,4.5
0,214,0,False,False,True,0.0,0.0,0.0,1.0,0.0,34.0,27.5,21.0
0,215,0,False,False,True,1.0,0.0,0.0,0.0,0.0,2.5,12.5,4.5
0,216,0,False,False,True,1.0,0.0,0.0,0.0,0.0,27.5,12.5,4.5
0,217,0,False,False,True,0.0,0.0,0.0,0.0,1.0,25.0,13.65625,27.0
0,218,0,False,False,True,0.0,0.0,0.0,0.0,1.0,25.0,16.5,33.0
0,219,0,False,False,True,1.0,0.0,0.0,0.0,0.0,2.5,17.5,1.5
0,220,0,False,False,True,1.0,0.0,0.0,0.0,0.0,17.5,2.5,4.5
0,221,0,False,False,True,1.0,0.0,0.0,0.0,0.0,7.5,7.5,4.5
0,222,0,False,False,True,1.0,0.0,0.0,0.0,0.0,37.5,32.5,4.5
0,223,0,False,False,True,0.0,0.0,0.0,1.0,0.0,37.5,19.0,27.0
